id,question,choice1,choice2,choice3,choice4,explanation,img,category
1-18,平衡感覚を司るのはどこか,半規管,鼓膜,鼓室,耳管,正解：半規管\n鼓膜・鼓室・耳管は聴覚に関与します。2025年9月准看テストにあります,img/18.png,人体
1-19,次の中で上皮組織が存在しないのはどれか,心筋,肛門,胃,気管支,正解：心筋\n肛門は重層扁平上皮です。胃は単層円柱上皮です。気管支は絨毛上皮です。2025年11月准看テストにあります,img/19.png,人体
1-20,骨の構造と機能について誤っているのはどれか,黄色骨髄には造血作用がある,骨は骨膜・骨質・骨髄からなる,骨の主な成分はカルシウムとコラーゲンである,骨組織の維持には骨芽細胞と破骨細胞が必要である,正解：黄色骨髄には造血作用がある\n造血作用は赤色骨髄にあります。2025年11月准看テストにあります,img/20.png,人体
1-21,血液型について正しいのはどれか,ABO式血液型の抗原は赤血球にある,Rh式血液型の抗原は白血球にある,AB型の血清の凝集素は抗A抗体および抗B抗体である,O型の血清には凝集素がない,正解：ABO式血液型の抗原は赤血球にある\nRh型の抗原は赤血球にあります。AB型には凝集素が含みません。O型にはA型、B型両方の凝集素が含みます。2025年11月准看テストにあります,img/21.png,人体
1-22,リンパの流れで正しいのはどれか,腹腔内にあるリンパ管の集合部位を乳糜層という,リンパ管には弁がない,右上半身のリンパは胸管に流入する,リンパの流れは動脈と同方向である,正解：胸腔内にあるリンパ管の集合部位を乳糜層という\nリンパ管には弁があります。右上半身のリンパは右リンパ本管に流入します。リンパの流れは静脈と同方向です。2025年11月准看テストにあります,img/22.png,人体
1-23,呼吸の生理について正しいのはどれか,血液中の二酸化炭素分圧は呼吸中枢に最も影響を与える,肺でのガス交換を内呼吸という,吸息時には横隔膜は弛緩する,呼吸中枢は小脳にある,正解：血液中の二酸化炭素分圧は呼吸中枢に最も影響を与える\n肺でのガス交換は外呼吸です。吸息時には横隔膜は収縮します。呼吸中枢は延髄にあります。2025年11月准看テストにあります,img/23.png,人体
1-24,成人の食道の構造で正しいのはどれか,3か所の生理的狭窄部位がある,胃の幽門につながる,上1/3が平滑筋である,長さは全長45CMである,正解：3か所の生理的狭窄部位がある\n食道は噴門につながります。胃は全部が平滑筋です。長さは15㎝ほどです。2025年11月准看テストにあります,img/24.png,人体
1-25,腎臓から分泌されるのはどれか,a and b,a and d,b and c,c and d,正解：a and b\nアンギオテンシン、アルドステロンは副腎から分泌されるホルモンです。2025年11月准看テストにあります,img/25.png,人体
1-26,交感神経の興奮によって起こる眼の反応はどれか,散瞳,流涙,明暗順応,対光反射,正解：散瞳\n流涙、明暗順応、対光反射は副交感神経の興奮によっておこります。2025年11月准看テストにあります,img/26.png,人体
1-27,脊髄神経について正しいのはどれか,坐骨神経は脊髄神経の一つである,中枢神経である,左右25対ある,運動神経は脊髄後根から出る,正解：坐骨神経は脊髄神経の一つである\n脊髄神経は末梢神経です。左右26対あります。運動神経は前根から出て後根に伝えます。2025年11月准看テストにあります,img/27.png,人体
1-28,人体各部の名称について、正しいものはどれか,膝から足首までを下腿と呼ぶ,肩から肘までを前腕と呼ぶ,肘から手首までを上腕と呼ぶ,股から膝までを前腿と呼ぶ,正解：膝から足首までを下腿と呼ぶ\n肩から肘までは上腕です。肘から手首までは前腕です。またから膝までは大腿です。問題集20ｐにあります。,img/28.png,人体
1-29,人体の前面にある部位はどれか,鼠径部,肩甲部,腋窩部,臀部,正解：鼠径部\n他は背面にあります。問題集20ｐにあります,img/29.png,人体
1-30,人の細胞の内部構造について正しいものはどれか,人の細胞分裂は有糸分裂である,核の中には遺伝情報の本体であるRNAが含まれる,核の中には44個の染色体がある,ミトコンドリアは細胞に必要なたんぱく質を合成する,正解：人の細胞分裂は有糸分裂である\n核に含まれる遺伝物質はDNAです。染色体は23対46本です。ミトコンドリアはエネルギーの生成に関与します。問題集20ｐにあります,img/30.png,人体
1-31,細胞膜の機能と体液について正しいものはどれか,細胞膜は半透膜である,細胞内液と細胞外液の電解質組織は等しい,細胞内液と細胞外液の浸透圧は異なる,体液と等張の食塩水（生理食塩水）の濃度は9％である,正解：細胞膜は半透膜である\n細胞内液ではカリウムイオンが多く、細胞外液ではナトリウムイオンなどが多いです。細胞内液と細胞外液の浸透圧が異なると浮腫や脱水をおこします。生理食塩水の濃度は0.9％です。問題集21ｐにあります,img/31.png,人体
1-32,体液のイオン組成について血漿中に最も多いイオンはどれか,ナトリウムイオン,カリウムイオン,炭酸水素イオン,酸化物イオン,正解：ナトリウムイオン\n血漿に最も多く含まれるのはナトリウムイオンであり次いで塩化物イオン、カリウムイオン、炭酸水素イオンとなります。問題集21ｐにあります。,img/32.png,人体
1-33,アルカローシスになる病態について正しいものはどれか,嘔吐による胃液の大量喪失,ケトン体の異常増加,乳酸の異常増加,下痢による腸液の大量喪失,正解：嘔吐による胃液の大量喪失\n胃液は酸性の為、体の中にある量が減少するとアルカリ性に偏り、アルカローシスを引き起こします。ケトン体と乳酸はエネルギー生成に関与し生成されますが、中性であるため関係ありません。腸液はアルカリ性の為、失うと酸性に偏り、アシドーシスを引き起こします。問題集21ｐにあります。,img/33.png,人体
1-34,次の中で上皮組織があるものはどれか,気管支,骨格筋,大脳,心筋,正解：気管支\n上皮組織は空気と接触する場所にあります。消化管・気道・尿路・皮膚に存在します。問題集21ｐにあります。,img/34.png,人体
1-35,胃の構造について正しいものはどれか,入口に近い最上部を胃底と呼ぶ,胃の入り口を幽門と呼ぶ,胃の出口、十二指腸に移行する部分を噴門と呼ぶ,筋層は内斜・外縦の2層からなる,正解：入口に近い最上部を胃底と呼ぶ\n胃の入り口は噴門で出口は幽門です。筋層は輪状・外縦・内斜の三層構造です。問題集21ｐにあります。,img/35.png,人体
1-36,胃の構造と働きについて正しいものはどれか,主細胞はペプシノゲンを分泌する,胃液のPHは4～5である,壁細胞は粘液を分泌する,胃の入り口は幽門という,正解：主細胞はペプシノーゲンを分泌する\n胃のPHは1～1.5です。壁細胞は塩酸を分泌する。胃の入り口は噴門です。問題集22ｐにあります,img/36.png,人体
1-37,胃・十二指腸の働きについて正しいものはどれか,オッディ括約筋は胆汁や膵液の排出を調整する,十二指腸から分泌される消化管ホルモンはガストリンである,胃の内因子はビタミンDの吸収を助ける,胃の壁細胞からペプシノーゲンが分泌される,正解：オッディ括約筋は胆汁や膵液の排出を調整する\nガストリンは胃から分泌されます。胃の内因子はビタミンB12の吸収を助けます。壁細胞からは塩酸が分泌されます。問題集22ｐにあります。,img/37.png,人体
1-38,肛門の構造と機能について正しいものはどれか,肛門粘膜下には静脈叢が発達している,肛門上皮は単層円柱上皮である,外肛門括約筋は不随意筋である,排便中枢は延髄にある,正解：肛門粘膜下には静脈叢が発達している\n肛門上皮は重層扁平上皮です。外肛門括約筋は随意筋です。排便反射は仙髄にあります。問題集22ｐにあります,img/38.png,人体
1-39,栄養素と消化酵素の組み合わせで正しいものはどれか,糖質ー－－アミラーゼ,脂肪ーーートリプシン,タンパク質ーーーリパーゼ,炭水化物ーーーペプシン,正解：糖質ーーーアミラーゼ\n脂肪はリパーゼにて分解せれます。炭水化物も分解され糖質になるため根本的に同じものです。そのためアミラーゼにより分解されます。ペプシンなどそのほかの消化酵素はたんぱく質を分解する消化酵素です。問題集22ｐにあります。,img/39.png,人体
1-40,炭水化物を消化・吸収する部位はどれか,小腸,胃,十二指腸,大腸,正解：小腸\n問題集22ｐにあります。,img/40.png,人体
1-41,肝臓と胆汁について正しいものはどれか,肝臓は肝小葉とグリソン鞘からなる,肝臓は右葉・中葉・左葉からなる,胆汁は肝臓から分泌される,胆汁はファーター乳頭（大十二指腸乳頭）から胃内に排出される,正解：肝臓は肝小葉とグリソン哨からなる。\n肝臓は右葉・左葉・方形葉・尾状葉からなります。胆汁は肝臓で生成され、胆嚢で濃縮・貯蔵されます。ファーター乳頭は十二指腸にあります。問題集22ｐにあります。,img/41.png,人体
1-42,成人の肝臓の働きでないものはどれか,造血作用,糖代謝,解毒作用,凝固因子の生成,正解：造血作用\n胎児期の肝臓では造血を行いますが成人の造血は骨髄のみで行います。問題集23ｐにあります。,img/42.png,人体
1-43,胆汁が関与するものはどれか,脂質,糖質,タンパク質,電解質,正解：脂質\n胆汁に含まれる胆汁酸は、界面活性剤の構造を持ち、脂質をミセル化して吸収しやすくします。問題集23ｐにあります。,img/43.png,人体
1-44,胆汁について正しいものはどれか,大十二指腸乳頭から排出される,胆嚢で作られる,タンパク質の消化を助ける,大腸で再吸収される,正解：大十二指腸乳頭から排出される\n胆汁,img/44.png,人体
1-45,肺の構造について正しいものはどれか,肺の上端を肺尖と呼ぶ,肺の底部を呼ぶ,左肺は上葉・中葉・下葉の３葉に分けられる,右肺は上葉・下葉の２葉に分けられる,正解：肺の上端を肺尖と呼ぶ\n肺の底部は肺底です。右葉が３葉に分けられ、左葉が２葉に分けられます。問題集23ｐにあります。,img/45.png,人体
1-46,呼吸の生理について正しいものはどれか,チェーンストーク呼吸は呼吸中枢の興奮が低下したときに起こる,肺でのガス交換を内呼吸という,吸息時には、横隔膜は弛緩する,呼吸中枢は小脳にある,正解：チェーンストーク呼吸は呼吸中枢の興奮が低下したときに起こる\n肺でのガス交換は外呼吸です。吸息時横隔膜は収縮します。呼吸中枢は延髄になります。問題集24ｐにあります。,img/46.png,人体
1-47,呼吸の生理について正しいものはどれか,努力肺活量の最初の１秒間は呼出される量を１秒量という,成人の安静時１回換気量は約200mlである,肺胞内の酸素分圧は80mmHgである,酸素のほとんどが血液に溶けて運搬される,正解：努力肺活量の最初の１秒間は呼出される量を１秒量という\n成人の安静時一回換気量は約500ｍｌである。肺胞内の酸素分圧は100mmHgである。酸素のほとんどはHbにより運搬される。問題集24ｐにあります。,img/47.png,人体
1-48,生殖の生理について正しいものはどれか,排卵後の卵胞は黄体となる,卵胞が破れて卵子が飛び出すことを受精という,受精卵は卵管膨大部に着床する,黄体はプロラクチンを分泌する,正解：排卵後の卵胞は黄体となる\n卵胞が破れて卵子にちび出ることは排卵です。受精卵は子宮内膜に着床する。黄体はプロゲステロンを分泌します。問題集24ｐにあります。,img/48.png,人体
1-49,男性生殖系について正しいものはどれか,精子は射精管を通り尿道に出る,前立腺で精子が作られる,精子は24本の染色体をもつ,精嚢で精子が貯留される,正解：精子は射精管を通り尿道に出る\n精子は精巣で作られ、23本の染色体をもちます。精嚢では精子成分の一部を分泌します。問題集24ｐにあります。,img/49.png,人体
1-50,卵巣周期と月経周期について正しいものはどれか,卵胞の発育とともに子宮内膜は増殖する,月経周期は卵巣周期に一致しない,排卵とともに子宮内膜は剥離する,排卵後は基礎体温は低下する,正解：卵胞の発育とともに子宮内膜は増殖する\n月経周期と卵巣周期は一致します。排卵とともに子宮内膜は厚くなります。排卵後の基礎体温は上昇します。問題集24ｐにあります。,img/50.png,人体
1-51,腎臓の構造について正しいものはどれか,腎臓は後腹膜器官である,右腎のほうが左腎よりも高い位置にある,外側の膨らんだ部分を腎門と呼ぶ,腎盂は腎小体に富む,正解：腎臓は後腹膜器官である\n左腎のほうが右腎よりも高い位置にあります。外側の膨らんだ部分を外側縁と呼びます。腎盂に腎小体はない。問題集25ｐにあります。,img/51.png,人体
1-52,腎臓の仕組みと働きについて誤っているものはどれか,ネフロンは髄質ある,腎実質は皮質と髄質に分かれる,糸球体でろ過されて原尿が作られる,原尿は99％再吸収される,正解：腎実質は皮質と髄質に分けられる\nネフロンは皮質にあります。問題集25ｐにあります。,img/52.png,人体
1-53,腎臓から分泌されるのはどれか,レニン,アンギオテンシン,バソプレシン,アルドステロン,正解：レニン\n問題集25ｐにあります。,img/53.png,人体
1-54,尿の生成について正しいものはどれか,血液は糸球体でろ過される,アミノ酸は遠位尿細管で再吸収される,ネフロンは腎小体と尿細管からなる,成人の一日の糸球体ろ過量は約10Lである,正解：血液は糸球体でろ過される\nアミノ酸は近位尿細管で再吸収されます。ネフロンは腎小体と尿細管からなります。成人の一日のGFRは約150Lです。問題集25ｐにあります。,img/54.png,人体
1-55,尿の生成について正しいものはどれか,ネフロンは腎小体と尿細管からなる,血液は糸球体で濃縮される,原尿は尿細管でろ過されて尿となる,尿のほとんどは膀胱内で再吸収される,正解：ネフロンは腎小体と尿細管からなる\n血液は糸球体でろ過され原尿となります。原尿は尿細管で濃縮されて尿となります。尿の甫トンでは尿細管から再吸収されます。問題集25ｐにあります。,img/55.png,人体
1-56,腎機能について、正しいものはどれか,糸球体ろ過量（GFR）とは糸球体で単位時間にろ過される血漿の量である,糸球体ろ過量（GFR）は成人男子で約500ｍｌ/分である,ブドウ糖は遠位尿細管で100％再吸収される,集合管では、水の再吸収は行はない,正解：糸球体ろ過量（GFR）とは糸球体で単位時間にろ過される血漿の量である\n成人男子のＧＦＲは125ｍｌ/分です。ブドウ糖は近位尿細管で100％再吸収されます。集合管では水の再吸収は行います。問題集26ｐにあります。,img/56.png,人体
1-57,近位尿細管で再吸収されないのはどれか,クレアチニン,ナトリウム,グルコース,水,正解：クレアチニン\n他は再吸収されます。問題集26ｐにあります。,img/57.png,人体
1-58,副腎皮質ホルモンの働きについて正しいものはどれか,抗炎症作用がある,骨の成長を促進する,血糖値を下げる,カルシウムの再吸収を行う,正解：抗炎症作用がある\n骨の成長を促進するホルモンは成長ホルモンです。血糖値を下げるのはインスリンです。カルシウムの再吸収を行うのはパラソルモンです。問題集26ｐにあります。,img/58.png,人体
1-59,甲状腺について正しいものはどれか,甲状腺刺激ホルモンは下垂体前葉から分泌すされる,甲状腺はパラソルモン（PTH）を分泌する,甲状腺ホルモンは基礎代謝を低下させる,甲状腺機能亢進症はクレチン症という,正解：甲状腺刺激ホルモンは下垂体前葉から分泌される\nパラソルモンは副甲状腺から分泌されます。甲状腺ホルモンは基礎代謝を上昇させます。甲状腺機能亢進症はバセドウ病です。クレチン症は先天的甲状腺機能低下症です。後天的に甲状腺機能が低下するものを橋本病といいます。問題集26ｐにあります。,img/59.png,人体
1-60,甲状腺ホルモンの機能について正しいものはどれか,基礎代謝の亢進,体温の低下,骨の発育の抑制,タンパク質の合成・分解の抑制,正解：基礎代謝の亢進\n体温は上昇します。骨発育は成長ホルモンとパラソルモンです。タンパク質の合成分解は亢進します。問題集26ｐにあります。,img/60.png,人体
1-61,サイロキシンについて正しいものはどれか,分泌が低下すれば基礎代謝が低下する,血漿カルシウム濃度の影響を受ける,鉄が結合している,分泌が亢進すれば体温が低下する,正解：分泌が低下すれば基礎代謝が低下する\n血漿カルシウム濃度が関係するのはレニンとパラソルモンです。鉄と結合するのはヘモグロビンです。分泌が亢進すれば体温が上昇します。問題集27ｐにあります。,img/61.png,人体
1-62,インスリンとグルカゴンについて正しいものはどれか,グルカゴンは肝臓でグリコーゲンを分解する,血糖を上げるのはインスリンである,血漿インスリンが上昇すればグルカゴンは低下する,インスリンはランゲルハンス島のA細胞から分泌される,正解：グルカゴンは肝臓でグリコーゲンを分解する\nインスリンは血糖を下げます。血漿インスリンが上昇するとグルカゴンは上昇します。インスリンはランゲルハンス等のB細胞から分泌されます。問題集27ｐにあります。,img/62.png,人体
1-63,心拍出量に影響するホルモンはどれか,アドレナリン,カルシトニン,インスリン,オキシトシン,正解：アドレナリン\n問題集27ｐにあります。,img/63.png,人体
1-64,心臓の構造について正しいものはどれか,右心室から肺動脈が出る,右心房には肺静脈が入る,右心の房室弁は2尖弁である,体循環の血流量は肺循環よりも少ない,正解：右心室から肺動脈が出る\n右心房には体静脈が入る。右心の房室弁は三尖弁です。体循環の血液量は肺循環よりも多いです。問題集27ｐにあります。画像は看護rooのものです。,img/64.png,人体
1-65,心臓の構造について正しいものはどれか,心臓の栄養血管は冠状動脈である,心筋は平滑筋である,心臓には迷走神経は分布しない,心臓のペースメーカは左心室にある,正解：心臓の栄養血管は冠状動脈である\n心筋は横紋筋です。心臓には迷走神経が分布します。ペースメーカは右心室にあります。問題集27ｐにあります。,img/65.png,人体
1-66,心臓の構造について正しいものはどれか,心筋は横紋筋である,心臓壁は外膜と筋層からなる,左心房と左心室の間にある便を三尖弁という,刺激伝導系は神経線維でできている,正解：心筋は横紋筋である\n心臓壁は外膜と筋層と内膜からなります。左心房と左心室の間にある弁は僧帽弁です。刺激伝導系はプルキンエ線維でできています。問題集28ｐにあります,img/66.png,人体
1-67,心電図のR波の波形はどれか,一番大きく上に触れる波形,上に動く一番初め,下に動く1番目,下に動く2番目,正解：一番大きく上に触れる波形\n問題集28ｐにあります,img/67.png,人体
1-68,心電図と心周期について正しいものはどれか,QRS波の直後から心筋は収縮する,P波は心室の興奮を反映する,T波は心房の興奮を反映する,QRS波に対応し心音第2音を聴取する,正解：QRS波の直後から心筋は収縮する\nP波は心房の興奮に反映します。T波は心室の興奮に反応します。QRS波に対応し心音第1音を聴取します。問題集28ｐにあります,img/68.png,人体
1-69,心電図の所見の組み合わせで誤っているものはどれか,PQ間隔ーーー心室筋の収縮時間,P波ーーー心房の興奮,QRS波ーーー心室の興奮,T波ーーー心室興奮の回復,正解：PQ間隔ーーー心室筋の収縮時間\nPQ間隔は心室間興奮伝導時間を表します。問題集28ｐにあります,img/69.png,人体
1-70,循環の生理について正しいものはどれか,血圧は血管抵抗の影響を受ける,心拍出量とは心臓の一回拍出量のことである,最高血圧とは拡張期血圧のことである,血圧は心拍出量影響を受けない,正解：血圧は血管抵抗の影響を受ける\n心拍出量は心臓の一回の収縮で送り出す血液の量のことで70ｍｌです。最高血圧は収縮期血圧です。血圧は心拍出量の影響を受けます。問題集28ｐにあります,img/70.png,人体
1-71,血液について正しいものはどれか,エリスロポエチンは赤血球の生産に関与する,赤血球の寿命は約30日である,血小板の寿命は約100日である,ヘマトクリット値の基準範囲は成人男性で20～30％である,正解：エリスロポエチンは赤血球の生産に関与する\n赤血球の寿命は約120日です。血小板の寿命は約7～10日です。ヘマトクリット値の正常範囲は男性で40～50％です。問題集29ページにあります,img/71.png,人体
1-72,血液の成分について正しいものはどれか,リンパ球は白血球の一部である,ヘモグロビンは女性では約18g/dLである,血小板は脾臓で作られる,ABO式血液型は白血球の表面にある抗原によって決定される,正解：リンパ球は白血球の一部である\nヘモグロビン値の女性の基準値は約14g/dLです。血小板は骨髄で作られます。ABO式血液型は赤血球の表面にある抗原によって決定されます。問題集29ｐにあります,img/72.png,人体
1-73,血液の組織について正しいものはどれか,血漿は全血から血球成分を除いたものである,成人男子のヘマトクリットは約16％である,成人の血液量は体重の1/8である,膠質浸透圧を形成するのはナトリウムである,正解：血漿は全血から血球成分を除いたものである\n成人男子のヘマトクリット値は約40～50％です。成人の血液量は体重の1/13です。膠質浸透圧を形成するのはアルブミンです。問題集29ｐにあります,img/73.png,人体
1-74,白血球の働きで誤っているものはどれか,T細胞は液性免疫を司る,マクロファージは抗原提示細胞と呼ばれる,B細胞は免疫グロブリンを産生する,好中球は病原体を貪食する,正解：T細胞は液性免疫を司る\nT細胞は細胞性免疫を司ります。問題集29ｐにあります,img/74.png,人体
1-75,血球とその働きの組み合わせで正しいものはどれか,リンパ球ーーー免疫作用,赤血球ーーー凝固作用,白血球ーーー二酸化炭素の運搬,血小板ーーー貪食作用,正解：リンパ球ーーー免疫作用\n赤血球は酸素の運搬をします。白血球は貪食作用があります。血小板は凝固作用があります。問題集29ｐにあります,img/75.png,人体
1-76,免疫について正しいものはどれか,Tリンパ球は胸腺で成熟する,Bリンパ球は細胞性免疫を担います,Tリンパ球は抗体を生成する,マクロファージはT細胞の一種である,正解：Tリンパ球は胸腺で成熟する\nBリンパ球は液性免疫を担います。T細胞は細胞性免疫を担います。マクロファージは抗原提示細胞の一つです。問題集29ｐにあります,img/76.png,人体
1-77,リンパ組織について誤っているのはどれか,リンパにはリンパ節を経て肝臓に流入する,組織液がリンパ管に入るとリンパになる,腹腔内にあるリンパ管の集合部位を乳び層という,リンパ節にはリンパ球が多く存在する,正解：リンパにはリンパ節を経て肝臓に流入する\nリンパは静脈に流入します。問題集30ｐにあります,img/77.png,人体
1-78,血液型について正しいものはどれか,ABO式血液型の抗原は赤血球にある,Rh式血液型の抗原は白血球にある,抗原と抗体が反応すると血小板が凝集する,O型の血性には凝集素はない,正解：ABO式血液型の抗原は赤血球にある\nRh型の抗原も赤血球にあります。抗原と抗体が反応すると赤血球が凝集します。O型の血清にはA・B両方の抗体を持ちます。問題集30ｐにあります。,img/78.png,人体
1-79,貧血の診断で指標となる血液検査項目はどれか,ヘモグロビン,アルブミン,ビリルビン,フィブリノゲン,正解：ヘモグロビン\nアルブミンは栄養の指標の一つです。ビリルビンは肝機能の指標の一つで黄疸を起こす物質です。フィブリノゲンは血液凝固に関与する物質です。問題集30ｐにあります。,img/79.png,人体
1-80,神経系について誤っているものはどれか,樹状突起は情報を受け取ることも伝えることも行う,情報を伝える役割を果たす細胞がニューロンである,１つのニューロンから２種類の突起が伸びている,ニューロンとニューロンの接合部をシナプスという,正解：樹状突起は情報を受け取ることも伝えることも行う\n樹状突起は情報を受け取ることしかできません。情報を伝えるの軸索の末端にあるシナプスです。問題集30ｐにあります。,img/80.png,人体
1-81,脳とその中枢の組み合わせで正しいものはどれか,脳幹ーーー呼吸中枢,大脳ーーー睡眠覚醒中枢,小脳ーーー言語中枢,間脳ーーー運動の制限,正解：脳幹ーーー呼吸中枢\n睡眠覚醒中枢は視床下部にあります。言語中枢は大脳にあります。運動の制限は大脳基底核や小脳で行います。問題集30ｐにあります。,img/81.png,人体
1-82,小脳の機能について正しいものはどれか,身体の平行,視覚,体温調節,膝蓋腱反射,正解：身体の平行\n視覚は大脳により調整されます。体温中枢は視床下部により調整されます。膝蓋腱反射は脊髄反射の一つです。問題集30ｐにあります。,img/82.png,人体
1-83,末梢神経について正しいものはどれか,交感神経と副交感神経は拮抗性の２重支配を行う,脳神経は１０対ある,迷走神経は脊髄神経の一つである,自律神経は骨格筋に作用する,正解：交感神経と副交感神経は拮抗性の二重支配を行う\n脳神経は１２対あります。迷走神経は脳神経の一つです。自律神経は平滑筋、心筋、腺に作用します。問題集31ｐにあります。,img/83.png,人体
1-84,脊髄神経について正しいものはどれか,坐骨神経位は脊髄神経の一つである,中枢神経である,左右２５対である,運動神経は脊髄後根から出る,正解：坐骨神経は脊髄神経の１つである\n脊髄神経は末梢神経であり左右３１対です。運動神経は脊髄前根から出ます。問題集31ｐにあります。,img/84.png,人体
1-85,次の脳神経で知覚神経を含まないものはどれか,舌下神経,顔面神経,迷走神経,三叉神経,正解：舌下神経\n舌下神経は舌の運動を制御します。問題集31ｐにあります。,img/85.png,人体
1-86,副交感神経作用の組み合わせで正しいものはどれか,胃ーーー胃液分泌増加,瞳孔ーーー散大,気管支ーーー弛緩,心臓ーーー心拍数増加,正解：胃ーーー胃液分泌増加\n他のものは交感神経作用によっておこります。問題集31ｐにあります。,img/86.png,人体
